100000000	10.832294	3.435768
100000000	10.832294	1.955423
100000000	10.832294	1.308163
100000000	10.832294	1.009312
100000000	10.832294	0.770800
100000000	10.832294	0.641505
100000000	10.832294	0.578261
100000000	10.832294	0.503204
100000000	10.832294	0.447544
100000000	10.832294	0.401087
100000000	10.832294	0.489588
100000000	10.832294	0.356368
100000000	10.832294	0.401499
100000000	10.832294	0.388669
100000000	10.832294	0.292541
100000000	10.832294	0.347196
100000000	10.832294	0.263055
100000000	10.832294	0.330898
100000000	10.832294	0.291146
100000000	10.832294	0.222624
100000000	10.832294	0.282970
100000000	10.832294	0.249057
100000000	10.832294	0.196741
100000000	10.832294	0.252214
100000000	10.832294	0.224515
100000000	10.832294	0.170879
100000000	10.832294	0.214416
100000000	10.832294	0.195898
100000000	10.832294	0.189013
100000000	10.832294	0.206214
100000000	10.832294	0.173074
100000000	10.832294	0.231283
